Region_Fire,Date_Fire,Year_Fire,Month_Fire,Estimated_fire_area,Count_Fire,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power
NT,"2015-09-11 00:00:00",2015,9,849.5230435,368,334.3921196,209.4035326
NT,"2015-09-12 00:00:00",2015,9,533.4870909,275,325.0707273,115.2443636
NT,"2015-09-13 00:00:00",2015,9,487.0100608,329,330.2832827,76.76261398
NT,"2015-09-14 00:00:00",2015,9,206.1033333,108,324.4407407,78.02592593
NT,"2015-09-15 00:00:00",2015,9,315.3672362,199,326.6713568,80.68693467
NT,"2015-09-16 00:00:00",2015,9,268.5412941,85,321.4935294,175.1117647
NT,"2015-09-17 00:00:00",2015,9,353.8396739,184,325.582337,113.961413
NT,"2015-09-18 00:00:00",2015,9,245.6708602,93,325.8037634,96.58709677
NT,"2015-09-19 00:00:00",2015,9,437.1075472,212,324.5129717,91.34858491
NT,"2015-09-20 00:00:00",2015,9,474.5577586,290,332.707931,84.86172414
NT,"2015-09-21 00:00:00",2015,9,600.3035156,256,323.4759766,96.89765625
NT,"2015-09-22 00:00:00",2015,9,549.8933333,363,333.6086777,121.2030303
NT,"2015-09-23 00:00:00",2015,9,284.404902,102,326.9338235,138.6019608
NT,"2015-09-24 00:00:00",2015,9,246.8705556,162,324.633642,60.08765432
NT,"2015-09-25 00:00:00",2015,9,408.3049708,171,332.5701754,155.1444444
NT,"2015-09-26 00:00:00",2015,9,500.5492308,234,324.9786325,116.5350427
NT,"2015-09-27 00:00:00",2015,9,512.752583,271,332.047786,105.2649446
NT,"2015-09-28 00:00:00",2015,9,386.4562827,191,321.660733,86.17643979
NT,"2015-09-29 00:00:00",2015,9,460.2238489,278,328.7902878,90.59676259
NT,"2015-09-30 00:00:00",2015,9,455.2306135,163,328.7423313,161.4067485
NT,"2015-10-01 00:00:00",2015,10,1246.87535,643,333.2207621,194.0562986
NT,"2015-10-02 00:00:00",2015,10,1253.203223,453,335.9441501,232.4366446
NT,"2015-10-03 00:00:00",2015,10,903.1365759,514,329.4590467,127.5169261
NT,"2015-10-04 00:00:00",2015,10,437.3190698,172,331.277907,155.4162791
NT,"2015-10-05 00:00:00",2015,10,308.9519797,197,332.4705584,131.3822335
NT,"2015-10-06 00:00:00",2015,10,124.8098276,58,324.6094828,84.83103448
NT,"2015-10-07 00:00:00",2015,10,139.125,66,314.7704545,57.05151515
NT,"2015-10-08 00:00:00",2015,10,130.7101235,81,323.695679,65.33580247
NT,"2015-10-09 00:00:00",2015,10,107.3589744,39,315.2717949,63.8025641
NT,"2015-10-10 00:00:00",2015,10,355.1379512,205,322.0063415,68.11121951
NT,"2015-10-11 00:00:00",2015,10,268.9166667,150,339.5846667,188.76
NT,"2015-10-12 00:00:00",2015,10,374.9270428,257,326.5180934,88.86420233
NT,"2015-10-13 00:00:00",2015,10,870.3230675,326,334.6338957,228.4797546
NT,"2015-10-14 00:00:00",2015,10,554.0021311,244,322.6592213,145.6848361
NT,"2015-10-15 00:00:00",2015,10,853.2473159,421,333.768171,148.1617577
NT,"2015-10-16 00:00:00",2015,10,1347.752038,417,329.1052758,252.0609113
NT,"2015-10-17 00:00:00",2015,10,793.4838621,435,328.9789655,163.348046
NT,"2015-10-18 00:00:00",2015,10,408.791125,160,336.90125,176.0575
NT,"2015-10-19 00:00:00",2015,10,771.7869746,433,326.3051963,123.204157
NT,"2015-10-20 00:00:00",2015,10,659.6317825,331,335.7557402,106.1794562
NT,"2015-10-21 00:00:00",2015,10,683.8747642,424,326.540566,85.12759434
NT,"2015-10-22 00:00:00",2015,10,487.3190805,261,331.389272,121.3812261
NT,"2015-10-23 00:00:00",2015,10,496.9136842,190,323.9957895,127.1431579
NT,"2015-10-24 00:00:00",2015,10,426.2248035,229,325.3010917,78.8419214
NT,"2015-10-25 00:00:00",2015,10,490.0721429,168,324.7377976,112.6291667
NT,"2015-10-26 00:00:00",2015,10,666.1643562,365,328.2526027,134.3556164
NT,"2015-10-27 00:00:00",2015,10,524.5156425,179,326.5198324,183.3804469
NT,"2015-10-28 00:00:00",2015,10,440.8555794,233,327.4984979,101.1334764
NT,"2015-10-29 00:00:00",2015,10,659.1338182,220,324.5679545,126.7940909
NT,"2015-10-30 00:00:00",2015,10,524.8937716,289,327.1070934,102.9989619
NT,"2015-10-31 00:00:00",2015,10,728.4907278,371,324.9167116,95.09326146
NT,"2015-11-01 00:00:00",2015,11,921.3938,350,320.088,128.1594286
NT,"2015-11-02 00:00:00",2015,11,653.8154651,344,326.943314,113.1840116
NT,"2015-11-03 00:00:00",2015,11,260.4223387,124,329.5737903,104.4395161
NT,"2015-11-04 00:00:00",2015,11,212.1877686,121,323.7975207,77.47190083
NT,"2015-11-05 00:00:00",2015,11,151.1726866,67,330.4395522,117.0955224
NT,"2015-11-06 00:00:00",2015,11,389.9911556,225,327.8668889,88.86711111
NT,"2015-11-07 00:00:00",2015,11,154.8139175,97,325.6958763,73.0443299
NT,"2015-11-08 00:00:00",2015,11,441.2827586,232,326.3336207,143.7698276
NT,"2015-11-09 00:00:00",2015,11,642.7322973,296,329.0875,102.6361486
NT,"2015-11-10 00:00:00",2015,11,1062.806801,397,326.3899244,153.2992443
NT,"2015-11-11 00:00:00",2015,11,567.3019741,309,326.7724919,111.0854369
NT,"2015-11-12 00:00:00",2015,11,451.799011,182,327.2354396,110.9879121
NT,"2015-11-13 00:00:00",2015,11,481.044087,345,325.3533333,63.10637681
NT,"2015-11-14 00:00:00",2015,11,421.85,174,326.8902299,122.316092
NT,"2015-11-15 00:00:00",2015,11,496.0522794,272,324.9268382,121.3948529
NT,"2015-11-16 00:00:00",2015,11,1288.292539,709,337.0631171,124.0571227
NT,"2015-11-17 00:00:00",2015,11,1052.206875,416,330.8872596,152.39375
NT,"2015-11-18 00:00:00",2015,11,1566.869803,813,334.7942804,110.1942189
NT,"2015-11-19 00:00:00",2015,11,984.5073482,313,330.1420128,145.0402556
NT,"2015-11-20 00:00:00",2015,11,620.4247191,356,327.0542135,115.8174157
NT,"2015-11-21 00:00:00",2015,11,684.5638081,344,338,137.6226744
NT,"2015-11-22 00:00:00",2015,11,805.3468203,434,325.6447005,100.6923963
NT,"2015-11-23 00:00:00",2015,11,482.5560851,235,330.2082979,91.5906383
NT,"2015-11-24 00:00:00",2015,11,336.7014857,175,325.064,86.46114286
NT,"2015-11-25 00:00:00",2015,11,320.74575,160,324.651875,82.313125
NT,"2015-11-26 00:00:00",2015,11,370.1301786,112,320.6901786,154.5633929
NT,"2015-11-27 00:00:00",2015,11,369.4017167,233,329.2909871,147.139485
NT,"2015-11-28 00:00:00",2015,11,216.9,94,324.4835106,94.37553191
NT,"2015-11-29 00:00:00",2015,11,705.6238017,363,327.5214876,166.2247934
NT,"2015-11-30 00:00:00",2015,11,206.5682796,93,329.2586022,133.1
NT,"2015-12-01 00:00:00",2015,12,308.3746753,154,324.2779221,119.7675325
NT,"2015-12-02 00:00:00",2015,12,42.25742857,35,321.5442857,59.77428571
NT,"2015-12-03 00:00:00",2015,12,169.893871,62,329.1935484,158.2693548
NT,"2015-12-04 00:00:00",2015,12,110.98,55,334.3563636,121.4509091
NT,"2015-12-05 00:00:00",2015,12,103.148,35,331.2214286,137.9657143
NT,"2015-12-06 00:00:00",2015,12,60.52,39,322.7384615,62.36410256
NT,"2015-12-07 00:00:00",2015,12,27.72642857,14,321.4642857,63.42142857
NT,"2015-12-08 00:00:00",2015,12,4,4,320.425,29.675
NT,"2015-12-09 00:00:00",2015,12,5.39,4,325.175,74.875
NT,"2015-12-10 00:00:00",2015,12,9.45,8,318.125,34.725
NT,"2015-12-11 00:00:00",2015,12,101.5652174,46,321.4543478,72.08695652
NT,"2015-12-12 00:00:00",2015,12,25.62666667,9,316.1055556,117.2333333
NT,"2015-12-13 00:00:00",2015,12,81.322,25,321.914,172.544
NT,"2015-12-14 00:00:00",2015,12,70.19958333,24,322.9,90.19583333
NT,"2015-12-15 00:00:00",2015,12,53.13272727,33,325.1484848,71.88787879
NT,"2015-12-16 00:00:00",2015,12,13.08,7,315.6142857,59.51428571
NT,"2015-12-17 00:00:00",2015,12,4.4,4,315.525,19.775
NT,"2015-12-19 00:00:00",2015,12,1.92,1,313.2,54.3
NT,"2015-12-20 00:00:00",2015,12,4.48,1,313.5,60.8
NT,"2015-12-24 00:00:00",2015,12,1.32,1,323.95,18.1
NT,"2015-12-28 00:00:00",2015,12,10.64,4,332.175,175.7
NT,"2015-12-29 00:00:00",2015,12,11.99,9,315.3166667,54.22222222
NT,"2015-12-30 00:00:00",2015,12,8.571428571,7,336.5642857,65.55714286
NT,"2015-12-31 00:00:00",2015,12,3.52,3,328.7833333,36.16666667
NT,"2016-01-01 00:00:00",2016,1,20.02,14,333.4607143,62.62857143
NT,"2016-01-02 00:00:00",2016,1,35.80388889,18,325.1,79.62777778
NT,"2016-01-03 00:00:00",2016,1,117.3970732,82,337.0871951,114.9695122
NT,"2016-01-04 00:00:00",2016,1,33.10222222,9,331.7944444,285.2777778
NT,"2016-01-05 00:00:00",2016,1,38.21894737,19,323.2263158,51.29473684
NT,"2016-01-06 00:00:00",2016,1,33.43214286,14,328.1464286,125.9071429
NT,"2016-01-07 00:00:00",2016,1,18.408,10,336.005,121.31
NT,"2016-01-08 00:00:00",2016,1,86.944,20,325.115,89.56
NT,"2016-01-09 00:00:00",2016,1,37.9808,25,323.122,63.976
NT,"2016-01-10 00:00:00",2016,1,118.164878,41,323.9841463,118.0609756
NT,"2016-01-11 00:00:00",2016,1,170.1258621,87,327.8316092,98.50114943
NT,"2016-01-12 00:00:00",2016,1,47.02947368,19,321.3105263,81.66842105
NT,"2016-01-13 00:00:00",2016,1,9,5,322.87,62.2
NT,"2016-01-14 00:00:00",2016,1,7.32,4,323.3125,53.825
NT,"2016-01-15 00:00:00",2016,1,25.83578947,19,330.0105263,104.9210526
NT,"2016-01-16 00:00:00",2016,1,83.23111111,27,322.8185185,126.7296296
NT,"2016-01-17 00:00:00",2016,1,23.19736842,19,328.4394737,51.06315789
NT,"2016-01-18 00:00:00",2016,1,29.90590909,22,329.5113636,75.10454545
NT,"2016-01-19 00:00:00",2016,1,9.302222222,9,321.7166667,28.5
NT,"2016-01-20 00:00:00",2016,1,5.61,4,315.4375,25.75
NT,"2016-01-21 00:00:00",2016,1,2,2,324.75,30.3
NT,"2016-01-22 00:00:00",2016,1,46.60714286,7,312.3357143,216.2571429
NT,"2016-01-23 00:00:00",2016,1,3,3,315.7166667,58.43333333
NT,"2016-01-26 00:00:00",2016,1,29.714,15,334.74,127.2666667
NT,"2016-01-27 00:00:00",2016,1,12.285,8,328.20625,98.05
NT,"2016-01-28 00:00:00",2016,1,2.2,2,309.775,18.1
NT,"2016-02-08 00:00:00",2016,2,3,3,321.6333333,23.53333333
NT,"2016-02-10 00:00:00",2016,2,1.68,1,326.65,67.1
NT,"2016-02-11 00:00:00",2016,2,4.29,3,336.6833333,102.0666667
NT,"2016-02-13 00:00:00",2016,2,5.3,5,318.18,14.32
NT,"2016-02-14 00:00:00",2016,2,1.92,1,326.9,90.8
NT,"2016-02-15 00:00:00",2016,2,35.31666667,12,324.1416667,207.3333333
NT,"2016-02-16 00:00:00",2016,2,47.76470588,17,333.8764706,195.6941176
NT,"2016-02-17 00:00:00",2016,2,42.85272727,22,323.2454545,103.8363636
NT,"2016-02-18 00:00:00",2016,2,36.736,15,335.4366667,168.6333333
NT,"2016-02-21 00:00:00",2016,2,2.94,1,328.55,162.6
NT,"2016-02-22 00:00:00",2016,2,11.76,4,318.0375,86.625
NT,"2016-02-24 00:00:00",2016,2,9.173333333,3,310.0833333,38.3
NT,"2016-02-25 00:00:00",2016,2,1.8,1,304.1,19.1
NT,"2016-02-27 00:00:00",2016,2,18.4,17,338.2205882,85.85882353
NT,"2016-02-28 00:00:00",2016,2,9.1,6,332.3416667,72.43333333
NT,"2016-02-29 00:00:00",2016,2,14.64888889,9,324.1944444,43.42222222
NT,"2016-03-01 00:00:00",2016,3,45.576,15,316.42,62.15333333
NT,"2016-03-02 00:00:00",2016,3,111.0022388,67,330.7186567,125.3940299
NT,"2016-03-03 00:00:00",2016,3,144.2686667,60,328.7216667,115.0716667
NT,"2016-03-04 00:00:00",2016,3,81.51770833,48,319.3916667,55.37916667
NT,"2016-03-05 00:00:00",2016,3,2,2,342.55,86.7
NT,"2016-03-06 00:00:00",2016,3,1.32,1,302.1,17
NT,"2016-03-07 00:00:00",2016,3,12.936,5,306.52,39.84
NT,"2016-03-08 00:00:00",2016,3,1.92,1,322.65,53
NT,"2016-03-09 00:00:00",2016,3,3.63,3,326.8,81.33333333
NT,"2016-03-11 00:00:00",2016,3,4,4,326.975,43.7
NT,"2016-03-16 00:00:00",2016,3,8.84,4,314.825,127.6
NT,"2016-03-17 00:00:00",2016,3,2.08,1,317.25,47
NT,"2016-03-22 00:00:00",2016,3,1,1,322.15,23.9
NT,"2016-03-23 00:00:00",2016,3,11.9625,8,325.6375,37.8375
NT,"2016-03-24 00:00:00",2016,3,2.21,1,320.8,40
NT,"2016-03-25 00:00:00",2016,3,1.1,1,327.05,35.7
NT,"2016-03-28 00:00:00",2016,3,13.395,4,322.7875,103.425
NT,"2016-03-29 00:00:00",2016,3,4,4,327.0375,29.575
NT,"2016-03-30 00:00:00",2016,3,4.25,2,319.75,36.15
NT,"2016-04-01 00:00:00",2016,4,1.32,1,331.55,33.4
NT,"2016-04-02 00:00:00",2016,4,17.28,6,325.0666667,66.13333333
NT,"2016-04-03 00:00:00",2016,4,55.878,20,325.08,210.51
NT,"2016-04-04 00:00:00",2016,4,104.8,21,335.3857143,348.4666667
NT,"2016-04-05 00:00:00",2016,4,97.73823529,17,326.5411765,244.0941176
NT,"2016-04-06 00:00:00",2016,4,26.49705882,17,334.7029412,75.15882353
NT,"2016-04-07 00:00:00",2016,4,1.21,1,322,32.9
NT,"2016-04-08 00:00:00",2016,4,49.41181818,44,324.6102273,37.35454545
NT,"2016-04-09 00:00:00",2016,4,6.67,2,302.275,29.85
NT,"2016-04-10 00:00:00",2016,4,86.95581395,43,325.0767442,85.2744186
NT,"2016-04-11 00:00:00",2016,4,92.19230769,39,332.8076923,146.2487179
NT,"2016-04-12 00:00:00",2016,4,41.73,29,323.4948276,47.17931034
NT,"2016-04-13 00:00:00",2016,4,99.58051948,77,328.1162338,52.34155844
NT,"2016-04-14 00:00:00",2016,4,87.36972973,37,322.6256757,77.55135135
NT,"2016-04-15 00:00:00",2016,4,119.0410667,75,325.576,67.22
NT,"2016-04-16 00:00:00",2016,4,32.15894737,19,335.5815789,290.6894737
NT,"2016-04-17 00:00:00",2016,4,15.912,10,322.98,56.36
NT,"2016-04-18 00:00:00",2016,4,35.02909091,11,315.3909091,77.73636364
NT,"2016-04-19 00:00:00",2016,4,95.4730303,66,317.8727273,38.66363636
NT,"2016-04-20 00:00:00",2016,4,134.9392,75,326.3693333,72.48
NT,"2016-04-21 00:00:00",2016,4,577.0807805,205,318.1243902,98.84390244
NT,"2016-04-22 00:00:00",2016,4,334.5880156,257,327.6315175,59.85214008
NT,"2016-04-23 00:00:00",2016,4,45.25230769,26,305.1403846,19.48846154
NT,"2016-04-24 00:00:00",2016,4,335.0926638,229,325.6414847,54.8441048
NT,"2016-04-25 00:00:00",2016,4,196.096,50,318.893,111.974
NT,"2016-04-26 00:00:00",2016,4,124.8092208,77,321.5649351,53.27402597
NT,"2016-04-27 00:00:00",2016,4,39.51111111,9,318.0611111,141.3444444
NT,"2016-04-28 00:00:00",2016,4,93.33260274,73,316.0452055,39.85479452
NT,"2016-04-29 00:00:00",2016,4,25.07318182,22,328.8136364,52.09090909
NT,"2016-04-30 00:00:00",2016,4,73.0616,25,313.668,65.828
NT,"2016-05-01 00:00:00",2016,5,85.89673913,46,322.3152174,75.69565217
NT,"2016-05-04 00:00:00",2016,5,58.788,20,316.3675,105.26
NT,"2016-05-05 00:00:00",2016,5,17.08571429,7,316.7642857,58.4
NT,"2016-05-06 00:00:00",2016,5,71.45185185,27,314.8481481,59.27777778
NT,"2016-05-07 00:00:00",2016,5,1.1,1,308.15,28.5
NT,"2016-05-08 00:00:00",2016,5,12.85909091,11,321.7318182,55.09090909
NT,"2016-05-10 00:00:00",2016,5,3.96,3,312.8833333,28.2
NT,"2016-05-11 00:00:00",2016,5,2.86,2,301.975,19.35
NT,"2016-05-12 00:00:00",2016,5,100.4044262,61,317.6491803,55.95737705
NT,"2016-05-13 00:00:00",2016,5,41.08928571,14,317.5785714,83.13571429
NT,"2016-05-14 00:00:00",2016,5,182.6258824,68,318.0301471,68.59558824
NT,"2016-05-15 00:00:00",2016,5,84.81214286,42,321.5380952,66.23333333
NT,"2016-05-16 00:00:00",2016,5,72.11111111,27,318.2296296,64.13333333
NT,"2016-05-17 00:00:00",2016,5,199.9955462,119,321.9617647,54.57058824
NT,"2016-05-18 00:00:00",2016,5,112.2408,25,313.068,111.748
NT,"2016-05-19 00:00:00",2016,5,417.9391304,230,322.2926087,71.25826087
NT,"2016-05-20 00:00:00",2016,5,299.4464557,79,319.8943038,117.9886076
NT,"2016-05-21 00:00:00",2016,5,167.9672727,88,318.4897727,57.39318182
NT,"2016-05-22 00:00:00",2016,5,33.74736842,19,318.1526316,41.75263158
NT,"2016-05-23 00:00:00",2016,5,136.6501961,51,316.9333333,160.7862745
NT,"2016-05-24 00:00:00",2016,5,29.0237037,27,320.8611111,32.34814815
NT,"2016-05-25 00:00:00",2016,5,6.525,2,307.525,46.45
NT,"2016-05-26 00:00:00",2016,5,93.84354839,62,321.4830645,49.17741935
NT,"2016-05-27 00:00:00",2016,5,23.98428571,7,318.7785714,88.81428571
NT,"2016-05-28 00:00:00",2016,5,22.38923077,13,317.3730769,43.20769231
NT,"2016-05-29 00:00:00",2016,5,18.66875,8,313.05625,46.8125
NT,"2016-05-30 00:00:00",2016,5,67.19787879,33,318.0469697,64.78484848
NT,"2016-05-31 00:00:00",2016,5,130.824878,82,320.9792683,54.51341463
NT,"2016-06-01 00:00:00",2016,6,178.7756962,79,313.778481,56.18860759
NT,"2016-06-02 00:00:00",2016,6,187.6516031,131,321.4324427,58.14656489
NT,"2016-06-03 00:00:00",2016,6,46.55130435,23,308.6391304,35.65652174
NT,"2016-06-04 00:00:00",2016,6,92.85655738,61,321.0286885,50.41967213
NT,"2016-06-05 00:00:00",2016,6,41.385,22,315.5090909,50.45909091
NT,"2016-06-06 00:00:00",2016,6,116.04,63,317.781746,57.93650794
NT,"2016-06-07 00:00:00",2016,6,187.4845283,106,326.1712264,70.36320755
NT,"2016-06-08 00:00:00",2016,6,146.5472727,77,315.4837662,44.9
NT,"2016-06-09 00:00:00",2016,6,184.6328571,112,321.3486607,56.88928571
NT,"2016-06-10 00:00:00",2016,6,137.5057143,42,312.7357143,154.0952381
NT,"2016-06-11 00:00:00",2016,6,314.5848416,221,322.6461538,63.60452489
NT,"2016-06-12 00:00:00",2016,6,290.0325275,91,316.0912088,90.33736264
NT,"2016-06-13 00:00:00",2016,6,483.7354045,309,319.8428803,54.49190939
NT,"2016-06-14 00:00:00",2016,6,225.2057143,112,322.0107143,84.74732143
NT,"2016-06-15 00:00:00",2016,6,166.6609524,105,315.787619,42.38285714
NT,"2016-06-16 00:00:00",2016,6,121.27,84,322.8619048,54.77142857
NT,"2016-06-17 00:00:00",2016,6,73.1328125,32,314.2203125,58.3375
NT,"2016-06-18 00:00:00",2016,6,114.8745763,59,319.2864407,72.94237288
NT,"2016-06-19 00:00:00",2016,6,144.0405405,37,312.4405405,96.68378378
NT,"2016-06-20 00:00:00",2016,6,201.3612319,138,323.8336957,65.87028986
NT,"2016-06-21 00:00:00",2016,6,88.15258065,31,322.7516129,100.1451613
NT,"2016-06-22 00:00:00",2016,6,113.4859375,64,319.9445313,53.4734375
NT,"2016-06-23 00:00:00",2016,6,69.38052632,38,318.5592105,50.73157895
NT,"2016-06-24 00:00:00",2016,6,96.2388,50,317.123,53.266
NT,"2016-06-25 00:00:00",2016,6,172.9671756,131,326.9179389,81.83206107
NT,"2016-06-26 00:00:00",2016,6,6.89,3,307.3833333,41.3
NT,"2016-06-27 00:00:00",2016,6,178.1746479,142,322.2419014,44.88239437
NT,"2016-06-28 00:00:00",2016,6,197.1172222,54,317.3925926,111.5111111
NT,"2016-06-29 00:00:00",2016,6,517.5154098,305,321.6403279,70.53114754
NT,"2016-06-30 00:00:00",2016,6,199.7536842,95,322.6847368,70.91052632
NT,"2016-07-01 00:00:00",2016,7,365.7441176,187,317.6026738,64.52299465
NT,"2016-07-02 00:00:00",2016,7,481.942623,305,324.2047541,64.52360656
NT,"2016-07-03 00:00:00",2016,7,145.65,82,314.502439,46.20365854
NT,"2016-07-04 00:00:00",2016,7,281.3059406,202,324.5108911,62.16237624
NT,"2016-07-05 00:00:00",2016,7,228.2182857,70,318.4264286,143.1528571
NT,"2016-07-06 00:00:00",2016,7,999.2299856,695,324.537482,66.34345324
NT,"2016-07-07 00:00:00",2016,7,358.2798795,83,318.1915663,124.3903614
NT,"2016-07-08 00:00:00",2016,7,663.3865366,410,318.6560976,55.07268293
NT,"2016-07-09 00:00:00",2016,7,277.68,119,321.8378151,76.54117647
NT,"2016-07-10 00:00:00",2016,7,433.6468306,183,319.8617486,81.33114754
NT,"2016-07-11 00:00:00",2016,7,87.59189189,74,323.5466216,45.13648649
NT,"2016-07-12 00:00:00",2016,7,47,13,319.0115385,124.6769231
NT,"2016-07-14 00:00:00",2016,7,62.3725,16,311.15,82.55
NT,"2016-07-15 00:00:00",2016,7,86.9477193,57,316.3526316,48.11052632
NT,"2016-07-16 00:00:00",2016,7,86.12647059,34,319.2441176,72.37647059
NT,"2016-07-17 00:00:00",2016,7,95.25979167,48,317.8625,76.18125
NT,"2016-07-18 00:00:00",2016,7,229.2795614,114,323.4486842,82.56491228
NT,"2016-07-19 00:00:00",2016,7,164.3021739,69,317.3434783,71.86231884
NT,"2016-07-20 00:00:00",2016,7,318.8994667,225,323.9697778,59.18
NT,"2016-07-21 00:00:00",2016,7,208.1135294,51,318.4598039,129.3372549
NT,"2016-07-22 00:00:00",2016,7,269.4044059,202,325.219802,61.20594059
NT,"2016-07-23 00:00:00",2016,7,61.36941176,17,318.9205882,124.9294118
NT,"2016-07-24 00:00:00",2016,7,241.8675,136,320.7257353,67.11102941
NT,"2016-07-25 00:00:00",2016,7,208.7090909,121,327.042562,80.55619835
NT,"2016-07-26 00:00:00",2016,7,53.62222222,45,315.6833333,28.45555556
NT,"2016-07-27 00:00:00",2016,7,471.3612371,291,326.8298969,80.93127148
NT,"2016-07-28 00:00:00",2016,7,640.4711688,308,319.4212662,78.08831169
NT,"2016-07-29 00:00:00",2016,7,506.761875,352,323.3948864,58.32329545
NT,"2016-07-30 00:00:00",2016,7,350.4569072,97,317.5087629,111.4917526
NT,"2016-07-31 00:00:00",2016,7,491.666587,293,323.1665529,65.32798635
NT,"2016-08-01 00:00:00",2016,8,177.93,66,325.2083333,109.7136364
NT,"2016-08-02 00:00:00",2016,8,305.1393237,207,322.4649758,75.98502415
NT,"2016-08-03 00:00:00",2016,8,249.3113043,161,324.0751553,60.94037267
NT,"2016-08-04 00:00:00",2016,8,155.0087234,94,317.1015957,56.01702128
NT,"2016-08-05 00:00:00",2016,8,301.4543575,179,324.9715084,68.30782123
NT,"2016-08-06 00:00:00",2016,8,176.7996,50,322.297,181.266
NT,"2016-08-07 00:00:00",2016,8,211.1611511,139,323.9582734,49.46834532
NT,"2016-08-08 00:00:00",2016,8,9.23,4,312,60.6
NT,"2016-08-09 00:00:00",2016,8,111.0095604,91,315.0087912,39.07912088
NT,"2016-08-10 00:00:00",2016,8,107.1,66,326.4159091,74.7469697
NT,"2016-08-11 00:00:00",2016,8,155.4859756,82,317.5640244,66.81463415
NT,"2016-08-12 00:00:00",2016,8,154.2116667,102,327.6651961,88.07254902
NT,"2016-08-13 00:00:00",2016,8,63.85071429,28,316.1410714,57.53571429
NT,"2016-08-14 00:00:00",2016,8,248.862439,164,324.5734756,51.35243902
NT,"2016-08-15 00:00:00",2016,8,95.029,20,318.555,124.745
NT,"2016-08-16 00:00:00",2016,8,326.448934,197,324.6807107,77.98020305
NT,"2016-08-17 00:00:00",2016,8,198.4751899,79,326.5594937,101.543038
NT,"2016-08-18 00:00:00",2016,8,102.8436585,82,327.9652439,67.62073171
NT,"2016-08-19 00:00:00",2016,8,13.13,5,317.38,63.74
NT,"2016-08-20 00:00:00",2016,8,27.35222222,18,320.2472222,58.05
NT,"2016-08-21 00:00:00",2016,8,39.47142857,28,326.9696429,57.525
NT,"2016-08-22 00:00:00",2016,8,32.09214286,14,312.2964286,51.82857143
NT,"2016-08-23 00:00:00",2016,8,162.5891228,114,324.7828947,72.91052632
NT,"2016-08-24 00:00:00",2016,8,92.3456,25,319.566,105.548
NT,"2016-08-25 00:00:00",2016,8,169.3751579,95,320.5810526,62.36947368
NT,"2016-08-26 00:00:00",2016,8,125.7425,48,321.9854167,68.34583333
NT,"2016-08-27 00:00:00",2016,8,165.6040179,112,321.3799107,57.70446429
NT,"2016-08-28 00:00:00",2016,8,164.7092,100,330.5925,74.301
NT,"2016-08-29 00:00:00",2016,8,89.55851064,47,317.0595745,49.67021277
NT,"2016-08-30 00:00:00",2016,8,26.29,19,323.7263158,49.27368421
NT,"2016-08-31 00:00:00",2016,8,11.55,4,315.575,59.575
NT,"2016-09-01 00:00:00",2016,9,47.75857143,28,322.05,49.475
NT,"2016-09-02 00:00:00",2016,9,6.043333333,3,319.1666667,41.76666667
NT,"2016-09-03 00:00:00",2016,9,33.1704,25,313.088,37.66
NT,"2016-09-04 00:00:00",2016,9,21.65333333,9,320.5611111,62.14444444
NT,"2016-09-05 00:00:00",2016,9,61.48216216,37,314.0756757,32.77297297
NT,"2016-09-06 00:00:00",2016,9,56.08615385,39,326.6076923,45.70769231
NT,"2016-09-07 00:00:00",2016,9,90.35052632,19,318.6263158,128.0105263
NT,"2016-09-08 00:00:00",2016,9,65.96916667,48,324.9072917,44.68541667
NT,"2016-09-09 00:00:00",2016,9,26.75909091,11,315.4318182,57.52727273
NT,"2016-09-10 00:00:00",2016,9,40.424,30,312.9433333,35.72
NT,"2016-09-11 00:00:00",2016,9,40.59176471,17,321.9823529,76.61764706
NT,"2016-09-12 00:00:00",2016,9,75.38882353,51,319.95,43.91764706
NT,"2016-09-13 00:00:00",2016,9,28.22857143,21,319.35,42.13333333
NT,"2016-09-14 00:00:00",2016,9,15.276,10,313.525,32.25
NT,"2016-09-15 00:00:00",2016,9,20.87857143,14,317.2,31.29285714
NT,"2016-09-16 00:00:00",2016,9,28.42,8,316.9875,95.7375
NT,"2016-09-17 00:00:00",2016,9,39.00363636,33,320.3409091,38.47272727
NT,"2016-09-18 00:00:00",2016,9,1.92,1,318.85,59.6
NT,"2016-09-20 00:00:00",2016,9,2,2,323.2,21.4
NT,"2016-09-21 00:00:00",2016,9,54.88,13,314.2423077,148.0076923
NT,"2016-09-22 00:00:00",2016,9,14.46666667,12,323.2375,37.25
NT,"2016-09-23 00:00:00",2016,9,22.36428571,7,324.2642857,164.3142857
NT,"2016-09-24 00:00:00",2016,9,59.4925,24,324.05625,156.2125
NT,"2016-09-25 00:00:00",2016,9,77.49166667,24,328.875,172.0541667
NT,"2016-09-26 00:00:00",2016,9,3.48,2,314.625,22.35
NT,"2016-09-27 00:00:00",2016,9,9.66,6,321.375,81.08333333
NT,"2016-09-28 00:00:00",2016,9,2.21,1,310,56
NT,"2016-09-29 00:00:00",2016,9,35.70272727,22,328.375,70.94545455
NT,"2016-09-30 00:00:00",2016,9,32.19,7,313.6642857,121.6857143
NT,"2016-10-01 00:00:00",2016,10,24.725,8,327.725,198
NT,"2016-10-02 00:00:00",2016,10,22.60375,8,318.63125,120.2875
